commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,language_group,time_period,confidence,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
1,6,1,1,60,119,4,1,3,2.33,0,TypeScript,2018-2020,1.0,0.5,0.2,0.47,0
1,0,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
2,0,0,1,129,88,2,0,7,5.14,0,TypeScript,2018-2020,1.0,1.45,0.0,1.71,0
2,0,0,1,11,53,4,0,11,1.73,0,TypeScript,2018-2020,1.0,0.2,0.0,0.35,0
2,0,0,1,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
2,0,0,1,6,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,6.0,0.0,0.0,0
2,0,0,1,14,102,6,0,8,1.62,0,TypeScript,2018-2020,1.0,0.14,0.0,0.23,0
2,0,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
2,0,0,1,0,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.0,0.0,0.0,0
2,0,0,1,2,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,2.0,0.0,0.0,0
2,0,0,1,12,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,12.0,0.0,0.0,0
6,0,0,0,0,10,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.0,0.0,0.0,1
7,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
13,0,0,0,11,10,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
15,3,0,0,1,27,2,0,2,1.0,0,TypeScript,2018-2020,1.0,0.04,0.0,0.33,2
14,4,0,0,31,4,3,0,5,2.6,1,TypeScript,2018-2020,0.4,6.2,0.0,0.65,9
18,5,1,0,52,44,3,0,16,2.88,0,TypeScript,2018-2020,1.0,1.16,0.0,0.72,10
13,0,0,0,14,14,2,0,0,0.0,0,TypeScript,2018-2020,1.0,0.93,0.0,0.0,0
13,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
16,0,0,0,17,15,4,0,8,1.25,0,TypeScript,2018-2020,1.0,1.06,0.0,0.25,0
16,0,0,0,7,0,1,0,0,0.0,0,TypeScript,2018-2020,1.0,7.0,0.0,0.0,0
13,2,0,0,4,4,2,0,2,2.0,0,TypeScript,2018-2020,1.0,0.8,0.0,0.67,0
17,2,0,0,77,72,9,0,11,3.64,0,TypeScript,2018-2020,1.0,1.05,0.0,0.36,0
21,2,0,0,42,0,1,0,5,1.6,0,TypeScript,2018-2020,1.0,42.0,0.0,0.8,0
21,2,0,0,10,447,9,0,30,2.3,0,TypeScript,2018-2020,1.0,0.02,0.0,0.23,0
21,2,0,0,441,0,5,0,30,2.3,0,TypeScript,2018-2020,1.0,441.0,0.0,0.38,0
21,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
21,2,0,0,16,11,2,0,0,0.0,0,TypeScript,2018-2020,1.0,1.33,0.0,0.0,0
21,2,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,3,0,0,43,15,2,0,5,2.0,0,TypeScript,2018-2020,1.0,2.69,0.0,0.67,0
17,3,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,3,0,0,1,1,1,0,1,2.0,0,TypeScript,2018-2020,1.0,0.5,0.0,1.0,0
17,3,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
17,3,0,0,3,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,1.0,0.0,0.0,0
17,3,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
18,3,0,0,1,1,1,0,2,3.5,0,TypeScript,2018-2020,1.0,0.5,0.0,1.75,0
18,3,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
4,4,0,1,4,1,3,0,4,11.0,0,TypeScript,2018-2020,1.0,2.0,0.0,2.75,1
4,4,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
4,4,0,1,47,4,3,0,3,1.0,0,TypeScript,2018-2020,1.0,9.4,0.0,0.25,1
4,4,0,1,792,811,3,0,5,1.0,0,TypeScript,2018-2020,1.0,0.98,0.0,0.25,1
11,4,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
16,4,0,0,16,19,1,0,4,2.25,0,TypeScript,2018-2020,1.0,0.8,0.0,1.12,0
16,4,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
6,6,1,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,1
13,6,1,0,33,33,2,0,2,4.0,1,TypeScript,2018-2020,0.4,0.97,0.0,1.33,1
18,0,0,0,2,2,2,0,0,0.0,1,TypeScript,2018-2020,0.4,0.67,0.0,0.0,2
21,0,0,0,0,4,1,0,2,11.5,0,TypeScript,2018-2020,1.0,0.0,0.0,5.75,0
21,0,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
22,1,0,1,21,3,2,0,3,2.67,0,TypeScript,2018-2020,1.0,5.25,0.0,0.89,10
4,4,0,1,12,2,1,0,2,6.5,0,TypeScript,2018-2020,1.0,4.0,0.0,3.25,3
4,4,0,1,22,0,1,0,2,1.0,0,TypeScript,2018-2020,1.0,22.0,0.0,0.5,3
9,4,0,0,60,198,2,0,2,1.5,0,TypeScript,2018-2020,1.0,0.3,0.0,0.5,0
9,4,0,0,173,9,5,0,13,1.62,0,TypeScript,2018-2020,1.0,17.3,0.0,0.27,0
10,4,0,0,16,2,2,0,4,2.0,0,TypeScript,2018-2020,1.0,5.33,0.0,0.67,0
10,4,0,0,51,51,2,0,1,2.0,0,TypeScript,2018-2020,1.0,0.98,0.0,0.67,0
10,4,0,0,30,23,2,0,5,1.6,0,TypeScript,2018-2020,1.0,1.25,0.0,0.53,0
21,4,0,0,85,148,4,0,10,4.0,0,TypeScript,2018-2020,1.0,0.57,0.0,0.8,0
21,4,0,0,2,2,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.67,0.0,0.0,0
21,4,0,0,115,51,2,0,6,5.67,0,TypeScript,2018-2020,1.0,2.21,0.0,1.89,0
21,4,0,0,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
22,4,0,1,5,1,1,0,1,7.0,0,TypeScript,2018-2020,1.0,2.5,0.0,3.5,0
22,4,0,1,1,1,1,0,0,0.0,0,TypeScript,2018-2020,1.0,0.5,0.0,0.0,0
7,5,1,0,371,398,2,0,1,1.0,0,TypeScript,2018-2020,1.0,0.93,0.0,0.33,3
8,5,1,0,26,8,2,0,1,1.0,0,TypeScript,2018-2020,1.0,2.89,0.0,0.33,3
8,5,1,0,50,57,1,0,1,1.0,0,TypeScript,2018-2020,1.0,0.86,0.0,0.5,3
